Actor,NomalIndex,SlowIndex,NoplayIndex,FarmerIndex,MerchantIndex,HardIndex,Group
52161,-0.130574642,-0.259288344,-0.288208885,1.357817789,-0.906034299,0.063178985,2
52354,0.53206209,-1.064559192,0.777519368,1.159773599,-0.603389698,0.467175236,2
53487,0.925295026,1.331032406,1.326329454,-0.537891044,-0.030181567,-0.537803928,2
53646,-2.107168734,0.736993551,0.10977471,3.65802431,0.349747503,1.636461407,2
54517,-1.689375386,0.253653419,0.020717935,1.766371796,-0.022088169,0.364954462,2
55015,2.372388466,0.801971455,0.237716082,-0.172740966,-1.132803308,-0.588683222,2
55356,2.590103409,0.501780261,0.393346386,-0.415428219,-0.836636578,-0.296758469,2
55611,-1.020507483,0.040662561,0.268134606,1.519797146,-0.213124869,0.254695504,2
56005,-2.242743543,-3.316585428,-0.21964028,-0.624936989,0.473391817,1.114424837,2
56213,-0.406960914,0.640454791,1.023295052,1.052409922,0.008896592,0.09909822,2
56384,-1.212390141,0.431988017,0.353131479,1.57259796,0.045353707,0.345634272,2
57459,0.148377704,-0.991089418,1.013027416,1.164190973,-0.331692271,0.701811903,2
57725,-0.985768931,-0.113722106,0.132938565,2.63228766,-0.402485039,0.713597255,2
57812,3.586775859,-1.013902705,-0.266889626,0.0156896,-0.984494176,-0.746560809,2
58850,1.384274429,0.752654897,0.258750226,1.0319355,-1.352229343,-0.286945334,2
59232,0.350437691,0.321088223,0.540436111,1.309181213,-0.715447949,0.071411945,2
59508,-1.339967472,0.46151878,0.140931357,1.15853116,0.218443432,0.310395567,2
59618,1.533413959,0.325097537,1.004475253,-0.332430215,-0.226946547,-0.277030023,2
59790,1.900210573,-0.298941766,0.379515481,-0.359924488,-0.199268383,-0.144580873,2
59840,-0.120655327,0.516378185,0.997529347,-0.221866265,-0.015963831,-0.554817309,2
61037,1.115804116,-3.451397295,-0.499007181,0.016989763,-0.746993681,-0.93315951,2
61589,-0.810238739,0.474348846,0.353280521,0.021959269,-0.069150208,-0.437470695,2
61743,-0.830178908,-2.135809857,1.236616271,-0.477783851,0.843113133,-0.683639835,2
61762,-0.412698517,-2.926146899,0.750914532,-0.736499775,1.508130279,-0.553645037,2
62333,5.335133005,-3.052060205,-2.356407019,1.066986452,0.046155263,-0.106006276,2
62358,0.671178786,2.225130545,0.877546735,-0.55328265,0.038131426,-0.219095395,2
62515,1.176702821,1.137811032,1.018347137,-0.335182366,-0.324455787,-0.171298701,2
63837,2.953362617,-1.263568967,0.38587591,-0.265568807,-0.359205552,-0.65936638,2
63855,-0.737174155,-3.040676776,0.940130469,-1.581447999,-1.193215281,2.019538867,2
64263,2.260292762,0.776115088,0.714602943,-0.503137013,-1.316904917,-0.447511604,2
65365,-1.050287678,-2.546635387,1.367596743,-0.746435828,0.407243479,-0.290610308,2
65461,-1.812458052,-2.579870618,1.766508919,2.165860611,0.852529945,0.132510024,2
65529,1.58210849,1.262551404,0.732370991,-0.14934741,-0.908664041,-0.580254931,2
66253,-1.313466881,0.365951374,0.246185807,1.292205776,0.004806838,0.182914985,2
66382,6.549211057,-2.728981587,-4.041342104,1.411297962,-1.650381598,0.140490158,2
67242,6.92218788,-2.679208274,-3.919371444,1.933251166,-1.979992879,-0.938759443,2
67639,3.170707624,-0.274974007,0.069684513,-0.19134742,-1.586487669,-0.588098033,2
68090,-0.795005737,0.658291604,0.627732789,0.911132127,-0.004001155,0.062412449,2
68128,2.910351511,-0.754755906,-0.031697422,-0.453592756,-0.105595556,0.174274101,2
68275,1.567838284,-0.639594703,0.50688509,1.484608968,-0.860463755,0.249712125,2
68398,-0.138780272,1.231850358,1.047639384,0.84730895,0.074376295,0.246641671,2
69429,1.662669144,-2.520751561,-0.513260331,0.496548871,-0.724946219,1.40174714,2
71742,1.357343678,0.978191905,0.849798332,-0.640530426,-0.87626449,0.06671835,2
71855,-1.329198883,-2.387644787,1.160064415,-0.555956065,0.902823556,-0.982345225,2
72146,0.859793836,2.001669879,1.091332649,-0.548515623,0.008494231,-0.317698526,2
72193,3.026509556,-1.538333784,-0.054104989,-0.343461673,-0.477558545,0.253578857,2
72998,5.348485514,-1.612904276,-1.74619932,0.857849069,-2.091407769,-1.165172762,2
73041,1.70058901,1.290702304,0.954983027,-0.644639419,-0.62237929,-0.399448035,2
73917,1.137378413,0.035787049,1.549222512,-1.095160628,1.422732979,-0.074869489,2
74297,-0.427916478,0.838999855,0.995574048,1.05479694,-0.013577869,0.14826806,2
75050,2.180202437,0.167251276,0.321414477,-0.805004146,-0.15564033,0.657834025,2
75844,2.103605611,0.455853206,1.229916141,-1.67294891,2.737799797,1.036912936,2
75880,4.606610839,-3.130339446,-1.153241731,-0.478910115,1.686708767,1.36392598,2
76877,0.597882579,1.031447169,0.646418521,-0.31944308,-0.569755177,-0.356268814,2
77534,3.081578909,-0.896959092,-0.055295088,-0.352097013,-0.378912314,-0.065150459,2
79593,0.377483471,0.195699409,0.456087468,1.834647256,-0.900429765,0.220391671,2
79667,-0.161366735,-2.279196219,0.936916005,-0.508262859,0.29577178,-0.8813528,2
81854,0.522714816,0.864551502,1.218101101,-0.541852196,0.605383639,-0.095820347,2
81888,4.589089033,-2.537950994,-1.62849577,0.743435061,-0.625668607,-0.605225926,2
82031,3.889342292,-2.025600975,-0.187744385,-0.723833177,1.485954453,0.638936757,2
82420,-1.005250491,0.470037232,0.203527562,1.775134107,-0.30389665,0.220327334,2
82695,-0.971191051,-3.090683119,1.109881947,-1.811535614,-0.965580886,1.924959028,2
83370,3.844752577,-1.186604114,-0.514730586,0.154025018,-1.209155778,-0.637124687,2
83723,-1.011055853,-1.853508512,1.318705303,-0.303634305,0.422749668,-1.083695844,2
84355,2.15741901,-0.136663472,0.241170473,-0.072543717,-0.964974153,-0.447944591,2
85374,1.840428224,0.825353335,0.972706496,-0.613460226,-0.69776544,-0.331526692,2
88244,0.85923056,1.931211597,1.086316183,-0.595448525,-0.05372298,-0.203891946,2
89025,3.654819672,0.264341703,0.479459682,-2.166301959,4.453536918,2.665482401,2
90092,0.800773609,1.841993639,0.809788139,-0.677627927,-0.35307578,0.095057668,2
90110,-0.907448725,-1.850399395,0.946116123,-0.700215905,0.66485307,-0.352495357,2
90319,4.51358477,-1.150362313,-1.518856233,0.777532802,-2.653344374,-1.118333222,2
90990,0.931662549,2.351305964,0.920852095,-0.78254456,0.412035316,-0.09340388,2
92063,2.650049708,0.065446783,0.560767092,-0.873840474,0.783298012,0.399510762,2
93151,2.486540401,0.278781826,0.363189382,-0.248410171,-0.612938446,-0.748977026,2
93490,2.249093877,0.616356109,0.877028013,-0.56396095,-1.381106778,-0.539968434,2
94029,2.461072807,0.015587249,-0.101719496,-0.046676795,-0.707702148,-0.36623212,2
94054,2.275105196,0.057517323,0.729761274,-0.860971186,0.642795014,0.30736776,2
94374,1.729416129,0.234732277,1.073367493,-0.985442174,0.937900468,-0.04630198,2
94656,1.256134777,1.313210259,0.689122481,-0.331168344,-0.622376933,-0.573986137,2
95629,2.16788527,0.081219498,0.949357728,0.180979674,-0.45096163,-0.006562202,2
96798,0.925604749,2.553746676,0.825616128,-0.721876443,0.343720679,-0.03707827,2
96996,0.863559499,1.807223417,1.175680219,-0.536154133,-0.024738609,-0.392637404,2
97238,4.446065445,-2.352085375,-1.498294863,0.136224752,0.71034965,0.545818208,2
97513,-1.820170078,0.030307979,-0.187903064,1.267790432,0.092128582,0.15667037,2
97777,5.887707865,-2.436273333,-2.671600787,1.535375704,-1.644085954,-1.281283136,2
97964,1.894739065,0.261745261,1.298789525,-1.255281815,0.853354215,0.143663175,2
98207,-1.421976276,-3.062710756,1.1798527,2.232691395,0.628583189,0.410170264,2
98210,1.05398576,1.878590816,1.051770443,-0.826848751,0.48017738,-0.18009276,2
98621,-1.056871069,-0.134890942,-0.038394479,-0.32268227,0.0346168,-0.73465771,2
99553,4.372065077,-2.814217657,-1.686906337,0.639380942,-0.663696737,-0.476702614,2
99759,1.212375357,1.564064568,0.98220395,-0.380444501,-0.354056141,-0.618983705,2
99996,3.896824215,-0.869324827,-0.817078396,0.289673179,-1.069128553,-0.556936385,2
100582,-2.609286029,-2.772741451,0.799845788,2.042196863,0.747754963,-0.019694819,2
101199,5.954402799,-3.966824468,-2.959234672,0.572058133,2.160028504,0.945074266,2
101865,2.802002852,-0.415778537,-0.171702602,-0.214389192,-0.964864502,0.019134459,2
102014,5.614933468,-2.910502688,-1.211122611,-1.273995682,4.466504194,2.60518837,2
102191,2.646641888,0.27245476,0.344917624,-0.373086685,-0.85051018,-0.274533161,2
102656,2.81599203,-1.060921779,0.248312586,-0.455754248,0.316433633,-0.044067139,2
103026,3.753670551,-2.825559057,-0.79974703,-0.379113168,1.151678199,0.890511843,2
103693,8.093104428,-4.440863959,-5.080080162,2.665888489,-1.245185385,-0.847722384,2
104696,-0.407852775,-2.237361225,0.540085756,-0.780140527,0.328151957,-0.276625016,2
104995,-1.465421559,0.697079035,0.147531005,1.723492579,0.219892492,0.62952117,2
105116,0.872223086,0.376247505,0.274643384,0.911837606,-1.254169501,-0.15078427,2
105171,-0.311460057,-2.479776764,1.284391988,-0.708496552,0.575791446,-0.832718064,2
105776,-1.1903337,-2.452909301,1.47653568,-0.317545464,0.714604366,-1.073643603,2
105889,2.081343115,0.05081779,0.406298555,-0.393406805,-1.018039307,-0.191218159,2
107037,1.687129165,0.63954766,1.071550442,-0.619907562,-0.598751645,-0.417336314,2
107691,2.272012537,0.689088487,0.869627283,-1.012207221,0.066729481,-0.107188625,2
107917,-1.616662892,-0.077710158,-0.556536634,1.850188095,-0.413510024,0.415107346,2
108316,1.938360861,1.589174853,0.414001891,-0.866141016,1.313992737,0.456691023,2
108411,-0.698702016,-3.023208542,0.017028591,0.658726185,0.384625129,-0.411333355,2
109846,3.679107474,-0.188714713,-0.663494009,0.210435596,-0.94568981,-0.61173021,2
110721,0.820134504,2.557934513,0.816190885,-0.603361234,0.103297357,-0.092609267,2
110939,2.281487159,0.986970746,0.51714739,-0.625631122,-1.548905231,-0.027290857,2
111463,-0.925352534,-0.025418717,0.706516614,3.245990532,-0.583772529,1.329015361,2
112331,2.203996003,-0.280461678,1.356456028,-1.300989535,0.462013405,0.184695327,2
112902,1.956887916,0.41807464,0.886314998,-0.603898346,-0.735001602,-0.322532554,2
113837,2.698755033,-1.523767225,0.359715779,-0.614757838,1.45752731,0.333367914,2
113879,-1.964390631,0.348247082,-0.201701485,1.936200315,-0.038301397,0.482598058,2
113896,-0.378923415,1.057445759,0.445533014,-0.188690816,-0.034154651,-0.366519302,2
113963,3.288686923,0.027660605,0.146672003,-0.333484952,-1.125325162,-0.803130038,2
115055,-1.241659593,0.763214284,0.334486398,1.887003836,0.154291822,0.65656535,2
115238,1.661612861,1.328901148,0.710983952,-0.361159647,-0.791088196,-0.383465108,2
115266,1.957248951,0.315032512,0.670535931,-0.288902378,-0.745322058,-0.622011234,2
115304,1.690892382,1.185385285,0.663590027,-0.207028546,-0.598274259,-0.349117874,2
116702,2.288100676,0.806125085,0.868119739,-1.000366166,0.202150788,0.250741718,2
116980,5.005230029,-2.791291561,-0.661113951,-1.82850777,6.103644561,3.78119147,1
117558,0.689288943,-1.316709969,-0.379896685,-0.128382881,-0.846881805,-0.575548568,2
117728,1.86779113,-0.102424496,0.655150101,-0.760146359,-0.994224471,0.216220951,2
117749,4.521339737,-2.458339845,-1.696396644,1.292182946,-0.720587909,-1.165550808,2
118017,0.302457035,-2.641021295,0.588880744,-0.411299555,-0.289029195,-0.406353592,2
118445,-0.377268276,0.109665353,-0.229738543,-0.519842336,-0.437477095,-0.751569677,2
118709,-0.634078342,-3.8319242,0.991073804,-2.313980586,-2.361895431,2.945399412,2
118808,2.523553578,-0.427345661,0.27217045,-0.470469894,-0.908551509,-0.148194273,2
118911,4.089782327,-1.28199191,-2.264067883,0.9287045,-0.620558144,-0.027176868,2
119238,1.937220198,0.3162845,0.646798343,-0.565715304,-0.780534344,-0.187146164,2
119798,-0.760926656,1.016978449,0.78923281,1.906748212,0.137292553,0.69737738,2
120148,-1.137384982,0.542879593,0.206600763,1.040022956,0.000439307,0.117967778,2
120152,-0.58668333,0.413255836,0.039689637,0.145821613,-0.214309606,-0.512477527,2
122137,-0.552151623,1.108233723,0.423270537,0.494642163,0.153080261,0.083649121,2
123939,2.181315767,-0.638377335,0.418328756,-0.684484453,-0.546049224,0.290288637,2
124257,1.842120143,0.884499913,0.715999176,-0.47410329,-0.672521482,-0.429648357,2
124782,1.990763263,0.876568764,0.95647279,-0.640558814,-0.921966578,-0.284736512,2
126016,1.82279061,0.768328974,0.859081177,-0.514444243,-0.717621639,-0.190072173,2
126557,0.829881344,1.209017977,1.335842485,-0.59655073,0.112582066,-0.533117882,2
127313,4.698913117,-1.71399325,-1.197001201,0.611663794,-1.155000971,-0.926120201,2
128743,2.406979637,1.082609333,0.385174612,-0.32472699,-1.043256368,-0.567660712,2
129541,0.864764619,1.428534592,1.200521071,-0.551133439,-0.235585116,-0.35095559,2
129927,1.292763116,1.658538478,0.934189287,-0.649410073,-0.164820304,-0.285337209,2
130435,1.182984838,2.542646534,0.601162164,-0.663050729,0.233097791,0.09799503,2
131587,1.606685629,0.938444573,0.823264147,-0.575278586,-0.644586917,-0.118384449,2
131955,2.16632364,-0.059029612,1.008584727,-0.594872209,-0.256327381,-0.545574957,2
132787,0.591729609,1.751992707,0.956527788,-0.487663846,0.090789412,-0.285621446,2
132811,1.725407541,1.141313267,0.66820405,-0.643494886,-0.967578542,-0.101713016,2
133542,7.337939449,-4.090784621,-0.779124068,-4.760212115,13.7599461,8.940822359,1
133882,1.488526691,1.553291378,0.965870327,-0.587918009,-0.4801073,-0.307786425,2
134013,-1.506147013,0.533600231,-0.006980993,1.331666053,0.071778887,0.31788829,2
134029,-0.807602626,0.222019316,-0.389701025,0.326106706,-0.433876346,-0.435653104,2
135194,3.200249819,-0.556323798,-0.418314065,0.259754385,-0.881525533,-0.669762105,2
135242,4.172359391,0.58025477,-1.476795957,-2.065258795,8.511612434,4.572890622,1
135731,-0.833727829,-0.987656386,0.743185579,1.970908428,-0.243255695,0.037780326,2
136301,1.323261341,1.173363164,1.302657468,-0.733538357,0.322214003,-0.2257001,2
137072,0.867727507,-0.539398528,0.751644771,1.021503858,-0.440441376,0.079552953,2
137264,-2.145140878,0.108582589,-0.204271337,2.503584787,0.244354264,0.886731259,2
137821,0.835170945,2.327581272,0.854029794,-0.643429513,0.325130378,-0.072445318,2
139421,1.468682306,1.52955226,0.038529756,-0.249464304,-0.744760011,-0.163114877,2
139557,3.223039726,-0.130940019,-0.137066041,-0.022896989,-0.938311196,-0.252724912,2
139798,3.243236687,-0.706372322,-0.210963207,0.103068226,-0.513932701,-0.646427641,2
139853,0.215037541,-3.675510627,-1.033200071,-0.406983785,0.025401512,0.815301925,2
140420,-1.929472316,-0.003673282,-0.126069458,1.589737564,0.091345202,0.298536883,2
140629,-0.420706423,-4.529258731,1.041916341,-2.988283059,-3.139544219,4.234522333,2
140933,2.678139372,-0.382432914,0.676578148,-0.72949269,0.156248211,-0.085379494,2
141954,-1.147976594,0.349524554,-0.068807795,-0.365539218,-0.013070918,-0.585430373,2
142243,-1.455619432,0.376018278,0.494425386,2.54002218,0.105181444,0.820799256,2
142360,-0.842641856,-2.638380837,0.596262416,-0.815121998,1.153358197,-0.70788684,2
142725,-0.946707051,-2.320082077,1.3281221,-0.677779538,0.816680727,-0.812851597,2
143116,1.063684529,1.856869745,1.029705428,-0.628540348,-0.162361587,-0.239877704,2
143204,-1.103877025,-2.447928164,1.264137602,-0.611100699,0.336539092,-0.936836088,2
143345,2.823594253,-0.327056791,1.365424107,-2.56637038,5.30747551,2.553015278,1
143361,2.418098265,0.132681079,0.69607182,-0.715112548,-0.330895222,0.072613113,2
143662,-0.832329148,0.290305748,-0.263600107,-0.014397148,-0.454160559,-0.366753129,2
144222,2.87228542,-0.792864407,-0.054456966,-0.387316958,0.25393373,-0.066433003,2
145069,1.118530164,2.095324975,0.909241189,-0.755390441,0.725002175,0.143401847,2
145706,1.807205902,0.893775773,1.007852638,-0.908853637,0.794318864,0.114539962,2
145825,7.767745974,-2.870300144,-4.584970616,2.424252917,-0.562026669,-0.970301017,2
146126,2.101241795,0.765924167,1.005218037,-1.094394922,0.404153121,0.509669649,2
146751,2.612431971,-1.118726561,0.963840816,-1.611590526,3.19218203,1.461452931,2
146823,2.040459711,0.531372884,0.158741939,-0.339733749,-0.669064855,-0.097143994,2
147270,0.844664361,-4.207809864,-0.603348172,-1.684552388,-2.870554877,1.596596193,2
147485,-1.556198513,-5.40327203,0.533233505,-4.352831256,-5.255316067,7.280290173,2
148098,2.120934757,-0.299140475,0.640571137,0.351376108,-0.410075823,-0.287746838,2
148573,-0.610442923,-2.196605947,1.19963578,-0.887498421,0.26295115,-0.616084657,2
149161,4.072618362,-1.610314664,-1.157204385,0.723637634,-0.6067214,-0.861411266,2
149819,1.681890415,0.896505301,1.124412249,-0.558935139,-0.621074545,-0.474037621,2
150483,1.23020919,2.109283606,0.838266919,-0.922575113,1.196939505,0.412296483,2
150598,2.390726306,-1.277620752,-0.060366233,-0.05491824,0.436262398,0.364224982,2
150907,3.345823899,-0.25563579,-0.019455983,-0.149452193,-1.532287484,-0.714192214,2
151448,1.759612778,0.862614882,1.098795826,-1.067729884,0.422563188,-0.144562576,2
151873,2.125120892,0.529214884,1.056324297,-1.129818828,-0.050809736,0.005698141,2
152631,1.6970941,0.674714006,1.02938165,-0.723554908,-0.260927842,-0.393008955,2
152900,4.714998904,-2.318637708,-1.447454224,0.625456348,-0.19466837,-0.550017584,2
153137,1.515552029,1.015228041,1.022920423,-0.540298107,-0.859322719,-0.503678202,2
153483,-2.621500326,-3.813409999,-0.4293766,-0.166175811,-0.293538308,1.655587703,2
